yourlist:M20180720A7434721E10EE6586998A056CCD0537E950197S	isomap:M20180720A7434721E10EE6586998A056CCD0537E950197S	Entry	Entry name	Status	Protein names	Gene names	Organism	Cross-reference (RefSeq)
YPO2393		Q7CIS8	Q7CIS8_YERPE	unreviewed	Pyruvate kinase (EC 2.7.1.40)	pykF YPO2393	Yersinia pestis	WP_002210936.1;YP_002347359.1;
YPO2394		Q8ZDZ6	LPP_YERPE	reviewed	Major outer membrane lipoprotein (Murein-lipoprotein)	lpp YPO2394 y1943.1 YP_2181	Yersinia pestis	WP_002227902.1;YP_002347360.1;
YPO2400		Q8D0M6	SUFS_YERPE	reviewed	Cysteine desulfurase (EC 2.8.1.7) (Selenocysteine beta-lyase) (SCL) (Selenocysteine lyase) (EC 4.4.1.16) (Selenocysteine reductase)	sufS YPO2400 y1938 YP_2187	Yersinia pestis	WP_002211805.1;YP_002347365.1;
YPO2401		Q0WEC2	Q0WEC2_YERPE	unreviewed	Uncharacterized protein	YPO2401	Yersinia pestis	
YPO2402		Q0WEC1	Q0WEC1_YERPE	unreviewed	Putative ATP-dependent transporter	YPO2402	Yersinia pestis	WP_002211807.1;YP_002347367.1;
YPO2403		Q7CIT1	Q7CIT1_YERPE	unreviewed	Uncharacterized protein	YPO2403	Yersinia pestis	WP_002211808.1;YP_002347368.1;
YPO2404		Q0WEB9	Q0WEB9_YERPE	unreviewed	Uncharacterized protein	YPO2404	Yersinia pestis	WP_002211809.1;YP_002347369.1;
YPO2406		Q7CIT2	Q7CIT2_YERPE	unreviewed	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (DHNA-CoA hydrolase) (EC 3.1.2.28) (DHNA-CoA thioesterase)	menI YPO2406	Yersinia pestis	WP_002211810.1;YP_002347371.1;
YPO2407		Q7CIT3	Q7CIT3_YERPE	unreviewed	Uncharacterized protein	YPO2407	Yersinia pestis	WP_002211811.1;YP_002347372.1;
YPO2409		Q7CIT4	Q7CIT4_YERPE	unreviewed	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	pps YPO2409	Yersinia pestis	WP_002211813.1;YP_002347374.1;
YPO2410		Q8ZDY4	PSRP_YERPE	reviewed	Putative phosphoenolpyruvate synthase regulatory protein (PEP synthase regulatory protein) (PSRP) (EC 2.7.11.33) (EC 2.7.4.28) (Pyruvate, water dikinase regulatory protein)	YPO2410 y1929 YP_2197	Yersinia pestis	WP_002211814.1;YP_002347375.1;
YPO2411		Q7CIT5	Q7CIT5_YERPE	unreviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	aroH YPO2411	Yersinia pestis	WP_002211815.1;YP_002347376.1;
YPO2414		Q8ZDY2	LPLA_YERPE	reviewed	Lipoate-protein ligase A (EC 6.3.1.20) (Lipoate--protein ligase)	lplA YPO2414 y1926 YP_2200	Yersinia pestis	WP_002211816.1;YP_002347377.1;
YPO2418		Q8ZDX9	ARNT_YERPE	reviewed	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	arnT YPO2418 y1921 YP_2205	Yersinia pestis	WP_002211821.1;YP_002347381.1;
YPO2420		Q8ZDX8	ARNA_YERPE	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA YPO2420 y1919 YP_2207	Yersinia pestis	WP_002211823.1;YP_002347383.1;
YPO2421		Q8ZDX7	ARNC_YERPE	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC YPO2421 y1918 YP_2208	Yersinia pestis	WP_002211824.1;YP_002347384.1;
YPO2422		Q93PE0	ARNB_YERPE	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB YPO2422 y1917 YP_2209	Yersinia pestis	WP_002211825.1;YP_002347385.1;
YPO2423		Q8ZDX6	BTUD_YERPE	reviewed	Vitamin B12 import ATP-binding protein BtuD (EC 3.6.3.33) (Vitamin B12-transporting ATPase)	btuD YPO2423 y1916 YP_2210	Yersinia pestis	WP_002227900.1;YP_002347386.1;
YPO2424		Q7CIU3	Q7CIU3_YERPE	unreviewed	Thioredoxin/glutathione peroxidase BtuE (EC 1.11.1.15) (EC 1.11.1.9)	btuE YPO2424	Yersinia pestis	WP_002211827.1;YP_002347387.1;
YPO2427		Q8ZDX2	IHFA_YERPE	reviewed	Integration host factor subunit alpha (IHF-alpha)	ihfA himA YPO2427 y1910 YP_2214	Yersinia pestis	WP_002211830.1;YP_002347390.1;
YPO2428		Q8ZDX1	SYFB_YERPE	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT YPO2428 y1909 YP_2215	Yersinia pestis	WP_002211831.1;YP_002347391.1;
YPO2429		Q8ZDX0	SYFA_YERPE	reviewed	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS pheM YPO2429 y1908 YP_2216	Yersinia pestis	WP_002211832.1;YP_002347392.1;
YPO2430		Q8ZDW8	RL20_YERPE	reviewed	50S ribosomal protein L20	rplT YPO2430 y1905 YP_2218	Yersinia pestis	WP_002211833.1;YP_002347394.1;
YPO2431		Q8ZDW7	RL35_YERPE	reviewed	50S ribosomal protein L35	rpmI YPO2431 y1904.1 YP_2219	Yersinia pestis	WP_002211834.1;YP_002347395.1;
YPO2432		Q8ZDW6	IF3_YERPE	reviewed	Translation initiation factor IF-3	infC YPO2432 y1904 YP_2220	Yersinia pestis	WP_002227898.1;YP_002347396.1;
YPO2433		Q8ZDW5	SYT_YERPE	reviewed	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS YPO2433 y1903 YP_2221	Yersinia pestis	WP_002211836.1;YP_002347397.1;
YPO2434		Q7CIU6	Q7CIU6_YERPE	unreviewed	Uncharacterized protein	YPO2434	Yersinia pestis	WP_002216696.1;YP_002347398.1;
YPO2439		Q56952	YFEA_YERPE	reviewed	Periplasmic chelated iron-binding protein YfeA	yfeA YPO2439 y1897 YP_2227	Yersinia pestis	YP_002347403.1;
YPO2440		Q56953	YFEB_YERPE	reviewed	Chelated iron transport system membrane protein YfeB	yfeB YPO2440 y1896 YP_2228	Yersinia pestis	WP_002211843.1;YP_002347404.1;
YPO2441		Q56954	YFEC_YERPE	reviewed	Chelated iron transport system membrane protein YfeC	yfeC YPO2441 y1895 YP_2229	Yersinia pestis	WP_002211844.1;YP_002347405.1;
YPO2444		Q7CIU9	Q7CIU9_YERPE	unreviewed	Uncharacterized protein	YPO2444	Yersinia pestis	WP_002211846.1;YP_002347408.1;
YPO2446		Q0WE78	Q0WE78_YERPE	unreviewed	Uncharacterized protein	YPO2446	Yersinia pestis	WP_002211848.1;YP_002347410.1;
YPO2448		P58526	MTOX_YERPE	reviewed	N-methyl-L-tryptophan oxidase (MTOX) (EC 1.5.3.-)	solA YPO2448 y1742 YP_2268	Yersinia pestis	WP_002211850.1;YP_002347412.1;
YPO2449		Q0WE75	Q0WE75_YERPE	unreviewed	Putative LuxR-family regulatory protein	YPO2449	Yersinia pestis	WP_002211851.1;YP_002347413.1;
YPO2451		Q8ZDV4	Y2451_YERPE	reviewed	UPF0176 protein YPO2451/y1738/YP_2271	YPO2451 y1738 YP_2271	Yersinia pestis	WP_002211854.1;YP_002347415.1;
YPO2456		Q7CJ31	Q7CJ31_YERPE	unreviewed	Acyl-homoserine-lactone synthase (EC 2.3.1.184) (Autoinducer synthesis protein)	ypeI YPO2456	Yersinia pestis	WP_010981413.1;YP_002347420.1;
YPO2457		Q9RH45	Q9RH45_YERPE	unreviewed	Quorum-sensing transcriptional activator YpeR (Transcriptional activator YpeR)	ypeR YPO2457	Yersinia pestis	WP_002211859.1;YP_002347421.1;
YPO2462		Q7CJ37	Q7CJ37_YERPE	unreviewed	Uncharacterized protein	YPO2462	Yersinia pestis	WP_002211866.1;YP_002347426.1;
YPO2463		Q7CJ38	Q7CJ38_YERPE	unreviewed	Uncharacterized protein	YPO2463	Yersinia pestis	WP_002211867.1;YP_002347427.1;
YPO2464		Q7CJ39	Q7CJ39_YERPE	unreviewed	Uncharacterized protein	YPO2464	Yersinia pestis	WP_002211868.1;YP_002347428.1;
YPO2465		Q7CJ40	Q7CJ40_YERPE	unreviewed	Uncharacterized protein	YPO2465	Yersinia pestis	WP_002222491.1;YP_002347429.1;
YPO2467		Q7CJ41	Q7CJ41_YERPE	unreviewed	Uncharacterized protein	YPO2467	Yersinia pestis	WP_002221142.1;YP_002347431.1;
YPO2468		Q0WE56	Q0WE56_YERPE	unreviewed	Uncharacterized protein	YPO2468	Yersinia pestis	WP_002227891.1;YP_002347432.1;
YPO2478		Q7CJ48	Q7CJ48_YERPE	unreviewed	LacI-family transcriptional regulatory protein	YPO2478	Yersinia pestis	WP_002210200.1;YP_002347442.1;
YPO2479		Q0WE45	Q0WE45_YERPE	unreviewed	Phosphomannomutase (EC 5.4.2.8)	manB YPO2479	Yersinia pestis	WP_002210201.1;YP_002347443.1;
YPO2501		Q7CJ59	Q7CJ59_YERPE	unreviewed	Sugar binding protein	rbsB YPO2501	Yersinia pestis	WP_002210223.1;YP_002347465.1;
YPO2505		Q7CJ62	Q7CJ62_YERPE	unreviewed	Putative membrane protein	YPO2505	Yersinia pestis	WP_002210228.1;YP_002347469.1;
YPO2506		Q0WE18	Q0WE18_YERPE	unreviewed	Putative outer membrane protein	omp4 YPO2506	Yersinia pestis	WP_002210229.1;YP_002347470.1;
YPO2508		Q7CJ64	Q7CJ64_YERPE	unreviewed	Uncharacterized protein	YPO2508	Yersinia pestis	WP_002210231.1;YP_002347472.1;
YPO2509		Q8ZDP7	TAM_YERPE	reviewed	Trans-aconitate 2-methyltransferase (EC 2.1.1.144)	tam YPO2509 y1678 YP_2324	Yersinia pestis	WP_002210232.1;YP_002347473.1;
YPO2510		Q7CJ65	DPS_YERPE	reviewed	DNA protection during starvation protein (EC 1.16.-.-)	dps YPO2510 y1677 YP_2325	Yersinia pestis	WP_002210233.1;YP_002347474.1;
YPO2511		Q7CJ66	Q7CJ66_YERPE	unreviewed	Putative exported protein	YPO2511	Yersinia pestis	WP_002210234.1;YP_002347475.1;
YPO2512		Q7CJ67	Q7CJ67_YERPE	unreviewed	Putative glutamine-binding periplasmic protein	glnH YPO2512	Yersinia pestis	WP_002210235.1;YP_002347476.1;
YPO2514		Q7CJ69	Q7CJ69_YERPE	unreviewed	Putative glutamine transport ATP-binding protein	glnQ YPO2514	Yersinia pestis	WP_002210237.1;YP_002347478.1;
YPO2519		Q7CJ72	RLMF_YERPE	reviewed	Ribosomal RNA large subunit methyltransferase F (EC 2.1.1.181) (23S rRNA mA1618 methyltransferase) (rRNA adenine N-6-methyltransferase)	rlmF YPO2519 y1668 YP_2331	Yersinia pestis	WP_002210239.1;YP_002347482.1;
YPO2521		Q7CJ73	Q7CJ73_YERPE	unreviewed	Putative exported protein	YPO2521	Yersinia pestis	WP_002210240.1;YP_002347483.1;
YPO2522		Q7CJ74	Q7CJ74_YERPE	unreviewed	Putative glycosyl transferase	ybiB YPO2522	Yersinia pestis	WP_002210242.1;YP_002347484.1;
YPO2523		Q74T56	Q74T56_YERPE	unreviewed	Putative O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	menE YPO2523	Yersinia pestis	WP_002210243.1;YP_002347485.1;
YPO2525		Q74T55	Q74T55_YERPE	unreviewed	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	menB YPO2525	Yersinia pestis	WP_002210245.1;YP_002347487.1;
YPO2526		Q7CJ75	MENH_YERPE	reviewed	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (SHCHC synthase) (EC 4.2.99.20)	menH mhpC3 YPO2526 y1661 YP_2337	Yersinia pestis	WP_002210246.1;YP_002347488.1;
YPO2527		Q7CJ76	MEND_YERPE	reviewed	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9) (Menaquinone biosynthesis protein MenD)	menD YPO2527 y1660 YP_2338	Yersinia pestis	WP_002210247.1;YP_002347489.1;
YPO2528		Q0WDZ8	Q0WDZ8_YERPE	unreviewed	Isochorismate synthase MenF (EC 5.4.4.2) (Isochorismate mutase)	menF YPO2528	Yersinia pestis	WP_002210248.1;YP_002347490.1;
YPO2530		Q7CJ77	Q7CJ77_YERPE	unreviewed	Uncharacterized protein	YPO2530	Yersinia pestis	WP_002210249.1;YP_002347491.1;
YPO2531		Q0WDZ6	Q0WDZ6_YERPE	unreviewed	Putative membrane protein	elaB YPO2531	Yersinia pestis	WP_002210251.1;YP_002347492.1;
YPO2533		Q7CJ78	Q7CJ78_YERPE	unreviewed	Phosphogluconate dehydratase (EC 4.2.1.12)	edd YPO2533	Yersinia pestis	WP_002227883.1;YP_002347494.1;
YPO2534		Q8ZDM8	Y2534_YERPE	reviewed	UPF0303 protein YPO2534/y1653/YP_2345	YPO2534 y1653 YP_2345	Yersinia pestis	WP_002210255.1;YP_002347495.1;
YPO2535		Q0WDZ2	Q0WDZ2_YERPE	unreviewed	Putative sugar transporter	YPO2535	Yersinia pestis	WP_002210256.1;YP_002347496.1;
YPO2536		Q7CJ80	Q7CJ80_YERPE	unreviewed	Putative D-isomer specific 2-hydroxyacid dehydrogenase family protein (EC 1.1.1.81)	YPO2536	Yersinia pestis	WP_002210257.1;YP_002347497.1;
YPO2537		Q7CJ81	Q7CJ81_YERPE	unreviewed	Putative LacI-family transcriptional regulatory protein	YPO2537	Yersinia pestis	WP_002210260.1;YP_002347498.1;
YPO2538		Q7CJ82	Q7CJ82_YERPE	unreviewed	Putative lipoprotein	YPO2538	Yersinia pestis	WP_002210262.1;YP_002347499.1;
YPO2539		Q0WDY8	Q0WDY8_YERPE	unreviewed	Gluconate 5-dehydrogenase (EC 1.1.1.69)	idnO YPO2539	Yersinia pestis	WP_002210264.1;YP_002347500.1;
YPO2540		Q7CJ83	Q7CJ83_YERPE	unreviewed	Gluconokinase (EC 2.7.1.12)	gntV YPO2540	Yersinia pestis	WP_002210265.1;YP_002347501.1;
YPO2541		Q74T40	Q74T40_YERPE	unreviewed	Uncharacterized protein	YPO2541	Yersinia pestis	WP_002210266.1;YP_002347502.1;
YPO2544		Q7CJ85	Q7CJ85_YERPE	unreviewed	NADH dehydrogenase I chain M (EC 1.6.5.3)	nuoM YPO2544	Yersinia pestis	WP_002210269.1;YP_002347505.1;
YPO2545		Q7CJ86	Q7CJ86_YERPE	unreviewed	NADH dehydrogenase I chain L (EC 1.6.5.3)	nuoL YPO2545	Yersinia pestis	WP_002210270.1;YP_002347506.1;
YPO2548		Q7CJ89	NUOI_YERPE	reviewed	NADH-quinone oxidoreductase subunit I (EC 1.6.5.11) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	nuoI YPO2548 y1637 YP_2359	Yersinia pestis	WP_002210273.1;YP_002347509.1;
YPO2549		Q8ZDL3	NUOH_YERPE	reviewed	NADH-quinone oxidoreductase subunit H (EC 1.6.5.11) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	nuoH YPO2549 y1636 YP_2360	Yersinia pestis	WP_002210274.1;YP_002347510.1;
YPO2550		Q8ZDL2	NUOG_YERPE	reviewed	NADH-quinone oxidoreductase subunit G (EC 1.6.5.11) (NADH dehydrogenase I subunit G) (NDH-1 subunit G)	nuoG YPO2550 y1635 YP_2361	Yersinia pestis	WP_002210275.1;YP_002347511.1;
YPO2551		Q7CJ91	Q7CJ91_YERPE	unreviewed	NADH-quinone oxidoreductase subunit F (EC 1.6.5.11)	nuoF YPO2551	Yersinia pestis	WP_002210276.1;YP_002347512.1;
YPO2552		Q0WDX5	Q0WDX5_YERPE	unreviewed	NADH dehydrogenase I chain E (EC 1.6.5.3)	nuoE YPO2552	Yersinia pestis	WP_002227882.1;YP_002347513.1;
YPO2553		Q7CJ92	NUOCD_YERPE	reviewed	NADH-quinone oxidoreductase subunit C/D (EC 1.6.5.11) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D)	nuoC nuoCD nuoD YPO2553 y1632 YP_2364	Yersinia pestis	WP_002210277.1;YP_002347514.1;
YPO2554		Q7CJ93	NUOB_YERPE	reviewed	NADH-quinone oxidoreductase subunit B (EC 1.6.5.11) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	nuoB YPO2554 y1631 YP_2365	Yersinia pestis	WP_002210278.1;YP_002347515.1;
YPO2555		Q0WDX2	NUOA_YERPE	reviewed	NADH-quinone oxidoreductase subunit A (EC 1.6.5.11) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	nuoA YPO2555 y1630 YP_2366	Yersinia pestis	YP_002347516.1;
YPO2556		Q7CJ94	Q7CJ94_YERPE	unreviewed	LysR-family transcriptional regulatory protein	hexA YPO2556	Yersinia pestis	WP_002210280.1;YP_002347517.1;
YPO2558		Q0WDW9	Q0WDW9_YERPE	unreviewed	Probable aminotransferase (EC 2.6.1.1)	aat YPO2558	Yersinia pestis	WP_002210282.1;YP_002347519.1;
YPO2561		Q0WDW6	Q0WDW6_YERPE	unreviewed	Putative ion transport protein	YPO2561	Yersinia pestis	WP_002227880.1;YP_002347522.1;
YPO2562		Q7CJ95	Q7CJ95_YERPE	unreviewed	Putative haloacid dehalogenase-like hydrolase (EC 3.1.3.-)	YPO2562	Yersinia pestis	
YPO2563		Q8ZDJ9	Y2563_YERPE	reviewed	UPF0304 protein YPO2563/y1624/YP_2374	YPO2563 y1624 YP_2374	Yersinia pestis	WP_002210286.1;YP_002347524.1;
YPO2566		Q8ZDJ6	ACKA_YERPE	reviewed	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA YPO2566 y1622 YP_2377	Yersinia pestis	WP_002210288.1;YP_002347527.1;
YPO2567		Q7CJ96	PTA_YERPE	reviewed	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)	pta YPO2567 y1620 YP_2378	Yersinia pestis	WP_002225867.1;YP_002347528.1;
YPO2568		Q0WDV9	Q0WDV9_YERPE	unreviewed	LacI-family transcriptional regulatory protein	YPO2568	Yersinia pestis	WP_002216059.1;YP_002347529.1;
YPO2569		Q7CJ97	Q7CJ97_YERPE	unreviewed	Phosphotransferase enzyme II, A component	YPO2569	Yersinia pestis	WP_002210291.1;YP_002347530.1;
YPO2573		Q8ZDJ2	Y2573_YERPE	reviewed	UPF0192 protein YPO2573/y1143/YP_1141	YPO2573 y1143 YP_1141	Yersinia pestis	WP_002227878.1;YP_002347532.1;
YPO2577		Q7CJW6	Q7CJW6_YERPE	unreviewed	Putative aldehyde dehydrogenase	YPO2577	Yersinia pestis	WP_002210297.1;YP_002347535.1;
YPO2581		Q74VY5	Q74VY5_YERPE	unreviewed	Putative sugar-binding periplasmic protein	YPO2581	Yersinia pestis	WP_002210300.1;YP_002347537.1;
YPO2586		Q0WDU6	Q0WDU6_YERPE	unreviewed	Uncharacterized protein	YPO2586	Yersinia pestis	WP_002227877.1;YP_002347542.1;
YPO2588		Q74VZ2	Q74VZ2_YERPE	unreviewed	Putative ABC transport protein	YPO2588	Yersinia pestis	WP_002210308.1;YP_002347544.1;
YPO2590		Q7CJW1	Q7CJW1_YERPE	unreviewed	Surface composition regulator	glgS YPO2590	Yersinia pestis	WP_002210310.1;YP_002347546.1;
YPO2594		Q0WDT8	Q0WDT8_YERPE	unreviewed	Uncharacterized protein	YPO2594	Yersinia pestis	
YPO2595		Q0WDT7	Q0WDT7_YERPE	unreviewed	Putative cold shock protein	cspE YPO2595	Yersinia pestis	WP_002210315.1;YP_002347551.1;
YPO2597		Q8ZDH1	TATE_YERPE	reviewed	Probable Sec-independent protein translocase protein TatE	tatE YPO2597 y1170 YP_1117	Yersinia pestis	WP_002210319.1;YP_002347553.1;
YPO2598		Q8ZDH0	LIPA_YERPE	reviewed	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA YPO2598 y1171 YP_1115	Yersinia pestis	WP_002210320.1;YP_002347554.1;
YPO2600		Q8ZDG8	Y2600_YERPE	reviewed	UPF0250 protein YPO2600/y1174/YP_1113	YPO2600 y1174 YP_1113	Yersinia pestis	WP_002210322.1;YP_002347556.1;
YPO2601		Q7CJV7	Q7CJV7_YERPE	unreviewed	Putative penicillin-binding protein 5 (EC 3.4.16.4)	dacA YPO2601	Yersinia pestis	WP_002210323.1;YP_002347557.1;
YPO2602		Q8ZDG6	RLPA_YERPE	reviewed	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-) (Rare lipoprotein A)	rlpA YPO2602 y1176 YP_1111	Yersinia pestis	WP_002210324.1;YP_002347558.1;
YPO2605		Q8ZDG3	RLMH_YERPE	reviewed	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH YPO2605 y1179 YP_1108	Yersinia pestis	WP_002210328.1;YP_002347561.1;
YPO2606		Q7CJV4	Q7CJV4_YERPE	unreviewed	Ribosomal silencing factor RsfS	rsfS YPO2606	Yersinia pestis	WP_002210329.1;YP_002347562.1;
YPO2608		Q7CJV3	Q7CJV3_YERPE	unreviewed	DNA polymerase III, delta subunit (EC 2.7.7.7)	holA YPO2608	Yersinia pestis	WP_002210331.1;YP_002347564.1;
YPO2609		Q7CJV2	LPTE_YERPE	reviewed	LPS-assembly lipoprotein LptE	lptE rlpB YPO2609 y1183 YP_1104	Yersinia pestis	WP_002210332.1;YP_002347565.1;
YPO2610		Q8ZDF8	SYL_YERPE	reviewed	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS YPO2610 y1184 YP_1103	Yersinia pestis	WP_002210333.1;YP_002347566.1;
YPO2611		Q0WDS1	Q0WDS1_YERPE	unreviewed	Uncharacterized protein	YPO2611	Yersinia pestis	WP_002210335.1;YP_002347567.1;
YPO2612		Q7CJV1	Q7CJV1_YERPE	unreviewed	Putative glutamate/aspartate transport ATP-binding protein	gltL YPO2612	Yersinia pestis	YP_002347568.1;
YPO2614		Q0WDR8	Q0WDR8_YERPE	unreviewed	Putative glutamate/aspartate transport system permease	gltJ YPO2614	Yersinia pestis	WP_002210338.1;YP_002347570.1;
YPO2615		Q7CJU9	Q7CJU9_YERPE	unreviewed	Putative amino acid-binding protein	glnH YPO2615	Yersinia pestis	WP_002210339.1;YP_002347571.1;
YPO2616		Q8D124	LNT_YERPE	reviewed	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.-)	lnt YPO2616 y1190 YP_1097	Yersinia pestis	WP_002210341.1;YP_002347572.1;
YPO2617		Q7CJU8	Q7CJU8_YERPE	unreviewed	Putative membrane protein	ybeX YPO2617	Yersinia pestis	WP_002210342.1;YP_002347573.1;
YPO2618		Q8ZDF0	YBEY_YERPE	reviewed	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY YPO2618 y1193 YP_1095	Yersinia pestis	WP_002210344.1;YP_002347574.1;
YPO2619		Q7CJU7	Q7CJU7_YERPE	unreviewed	Uncharacterized protein	YPO2619	Yersinia pestis	WP_010981414.1;YP_002347575.1;
YPO2620		Q0WDR2	MIAB_YERPE	reviewed	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB YPO2620 y1195 YP_1093	Yersinia pestis	WP_002227875.1;YP_002347576.1;
YPO2621		Q7CJU6	Q7CJU6_YERPE	unreviewed	Putative 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)	ubiF YPO2621	Yersinia pestis	WP_002210347.1;YP_002347577.1;
YPO2623		Q7CJU5	Q7CJU5_YERPE	unreviewed	Asparagine synthetase B (EC 6.3.5.4)	asnB YPO2623	Yersinia pestis	WP_002210348.1;YP_002347579.1;
YPO2624		Q7CJU4	Q7CJU4_YERPE	unreviewed	Putative N-acetylglucosamine metabolism protein	nagD YPO2624	Yersinia pestis	WP_002210349.1;YP_002347580.1;
YPO2625		Q0WDQ7	Q0WDQ7_YERPE	unreviewed	Putative N-acetylglucosamine regulatory protein	nagC YPO2625	Yersinia pestis	WP_010981415.1;YP_002347581.1;
YPO2626		Q7CJU3	Q7CJU3_YERPE	unreviewed	Putative N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	nagA YPO2626	Yersinia pestis	WP_002210351.1;YP_002347582.1;
YPO2627		Q8ZDE1	NAGB_YERPE	reviewed	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase)	nagB YPO2627 y1202 YP_1086	Yersinia pestis	WP_002210352.1;YP_002347583.1;
YPO2628		Q7CJU2	Q7CJU2_YERPE	unreviewed	Pts system, N-acetylglucosamine-specific IIABC component (EC 2.7.1.69)	nagE YPO2628	Yersinia pestis	WP_002210353.1;YP_002347584.1;
YPO2630		Q8ZDD9	SYQ_YERPE	reviewed	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	glnS YPO2630 y1205 YP_1084	Yersinia pestis	WP_002210354.1;YP_002347586.1;
YPO2634		P33086	FUR_YERPE	reviewed	Ferric uptake regulation protein (Ferric uptake regulator)	fur YPO2634 y1208 YP_1081	Yersinia pestis	WP_002210357.1;YP_002347588.1;
YPO2635		Q7CJU0	Q7CJU0_YERPE	unreviewed	Flavodoxin	fldA YPO2635	Yersinia pestis	WP_002215386.1;YP_002347589.1;
YPO2638		Q7CJT8	Q7CJT8_YERPE	unreviewed	Uncharacterized protein	YPO2638	Yersinia pestis	WP_002215390.1;YP_002347591.1;
YPO2645		Q7CJT4	Q7CJT4_YERPE	unreviewed	Glycine betaine-binding periplasmic protein	proU YPO2645	Yersinia pestis	WP_002215933.1;YP_002347597.1;
YPO2647		Q0WDN9	Q0WDN9_YERPE	unreviewed	Glycine betaine/L-proline transport ATP-binding protein	proV YPO2647	Yersinia pestis	WP_002212210.1;YP_002347599.1;
YPO2648		Q7CJT2	Q7CJT2_YERPE	unreviewed	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	nrdF YPO2648	Yersinia pestis	WP_002212211.1;YP_002347600.1;
YPO2654		Q7CJS9	Q7CJS9_YERPE	unreviewed	Putative membrane protein	yicN YPO2654	Yersinia pestis	WP_002212217.1;YP_002347606.1;
